,activation_0,activation_1,dist,id,vel,"('activation_2',)"
48,"[ 255.59873962   13.09739876  148.72384644   72.33924103    7.81578875
   19.25925636   24.64275551   74.88900757  190.60635376   94.8817749 ]","[ 14.2497921   12.00889969  15.68137455  15.84847736  20.28003502
  22.42423058  15.32170868  25.59656525  14.66677475   8.6581955 ]",12.401216507,1,2.0,"[ 219.02778625  176.39590454  230.35369873  191.11683655  267.84313965
  326.22720337  205.58363342  411.63275146  382.20700073  485.82226562]"
49,"[  13.09739876  148.72384644   72.33924103    7.81578875   19.25925636
   24.64275551   74.88900757  190.60635376   94.8817749   142.485672  ]","[ 12.00889969  15.68137455  15.84847736  20.28003502  22.42423058
  15.32170868  25.59656525  14.66677475   8.6581955   10.6298008 ]",12.1917266846,1,2.0,"[ 176.39590454  230.35369873  191.11683655  267.84313965  326.22720337
  205.58363342  411.63275146  382.20700073  485.82226562  319.27258301]"
50,"[ 148.72384644   72.33924103    7.81578875   19.25925636   24.64275551
   74.88900757  190.60635376   94.8817749   142.485672     53.74046707]","[ 15.68137455  15.84847736  20.28003502  22.42423058  15.32170868
  25.59656525  14.66677475   8.6581955   10.6298008   18.56634521]",11.9826946259,1,2.0,"[ 230.35369873  191.11683655  267.84313965  326.22720337  205.58363342
  411.63275146  382.20700073  485.82226562  319.27258301  229.56369019]"
51,"[  72.33924103    7.81578875   19.25925636   24.64275551   74.88900757
  190.60635376   94.8817749   142.485672     53.74046707  215.05810547]","[ 15.84847736  20.28003502  22.42423058  15.32170868  25.59656525
  14.66677475   8.6581955   10.6298008   18.56634521  21.06189728]",11.7757692337,1,2.0,"[ 191.11683655  267.84313965  326.22720337  205.58363342  411.63275146
  382.20700073  485.82226562  319.27258301  229.56369019  258.82879639]"
52,"[   7.81578875   19.25925636   24.64275551   74.88900757  190.60635376
   94.8817749   142.485672     53.74046707  215.05810547  220.29295349]","[ 20.28003502  22.42423058  15.32170868  25.59656525  14.66677475
   8.6581955   10.6298008   18.56634521  21.06189728  18.31910133]",11.5704889297,1,2.0,"[ 267.84313965  326.22720337  205.58363342  411.63275146  382.20700073
  485.82226562  319.27258301  229.56369019  258.82879639  548.98370361]"
53,"[  19.25925636   24.64275551   74.88900757  190.60635376   94.8817749
  142.485672     53.74046707  215.05810547  220.29295349   53.30604553]","[ 22.42423058  15.32170868  25.59656525  14.66677475   8.6581955
  10.6298008   18.56634521  21.06189728  18.31910133  25.33041573]",11.3621282578,1,2.0,"[ 326.22720337  205.58363342  411.63275146  382.20700073  485.82226562
  319.27258301  229.56369019  258.82879639  548.98370361  479.52890015]"
54,"[  24.64275551   74.88900757  190.60635376   94.8817749   142.485672
   53.74046707  215.05810547  220.29295349   53.30604553  249.82063293]","[ 15.32170868  25.59656525  14.66677475   8.6581955   10.6298008
  18.56634521  21.06189728  18.31910133  25.33041573  47.09874344]",10.9443464279,1,2.0,"[ 205.58363342  411.63275146  382.20700073  485.82226562  319.27258301
  229.56369019  258.82879639  548.98370361  479.52890015  709.06726074]"
55,"[  74.88900757  190.60635376   94.8817749   142.485672     53.74046707
  215.05810547  220.29295349   53.30604553  249.82063293  118.10011292]","[ 25.59656525  14.66677475   8.6581955   10.6298008   18.56634521
  21.06189728  18.31910133  25.33041573  47.09874344  19.43805504]",10.7353019714,1,2.0,"[ 411.63275146  382.20700073  485.82226562  319.27258301  229.56369019
  258.82879639  548.98370361  479.52890015  709.06726074  298.70068359]"
56,"[ 190.60635376   94.8817749   142.485672     53.74046707  215.05810547
  220.29295349   53.30604553  249.82063293  118.10011292   16.19306755]","[ 14.66677475   8.6581955   10.6298008   18.56634521  21.06189728
  18.31910133  25.33041573  47.09874344  19.43805504  20.60838699]",10.5238256454,1,2.0,"[ 382.20700073  485.82226562  319.27258301  229.56369019  258.82879639
  548.98370361  479.52890015  709.06726074  298.70068359  383.01507568]"
57,"[  94.8817749   142.485672     53.74046707  215.05810547  220.29295349
   53.30604553  249.82063293  118.10011292   16.19306755  143.18545532]","[  8.6581955   10.6298008   18.56634521  21.06189728  18.31910133
  25.33041573  47.09874344  19.43805504  20.60838699  19.31890106]",10.3141803741,1,2.0,"[ 485.82226562  319.27258301  229.56369019  258.82879639  548.98370361
  479.52890015  709.06726074  298.70068359  383.01507568  515.00604248]"
58,"[ 142.485672     53.74046707  215.05810547  220.29295349   53.30604553
  249.82063293  118.10011292   16.19306755  143.18545532   18.53251076]","[ 10.6298008   18.56634521  21.06189728  18.31910133  25.33041573
  47.09874344  19.43805504  20.60838699  19.31890106  35.56682968]",10.1034297943,1,2.0,"[ 319.27258301  229.56369019  258.82879639  548.98370361  479.52890015
  709.06726074  298.70068359  383.01507568  515.00604248  573.68017578]"
59,"[  53.74046707  215.05810547  220.29295349   53.30604553  249.82063293
  118.10011292   16.19306755  143.18545532   18.53251076  229.86895752]","[ 18.56634521  21.06189728  18.31910133  25.33041573  47.09874344
  19.43805504  20.60838699  19.31890106  35.56682968  32.20287323]",9.89402198792,1,2.0,"[ 229.56369019  258.82879639  548.98370361  479.52890015  709.06726074
  298.70068359  383.01507568  515.00604248  573.68017578  519.3493042 ]"
60,"[ 215.05810547  220.29295349   53.30604553  249.82063293  118.10011292
   16.19306755  143.18545532   18.53251076  229.86895752    3.57441211]","[ 21.06189728  18.31910133  25.33041573  47.09874344  19.43805504
  20.60838699  19.31890106  35.56682968  32.20287323  21.31177521]",9.68350315094,1,2.0,"[ 258.82879639  548.98370361  479.52890015  709.06726074  298.70068359
  383.01507568  515.00604248  573.68017578  519.3493042   399.7326355 ]"
61,"[ 220.29295349   53.30604553  249.82063293  118.10011292   16.19306755
  143.18545532   18.53251076  229.86895752    3.57441211  131.47602844]","[ 18.31910133  25.33041573  47.09874344  19.43805504  20.60838699
  19.31890106  35.56682968  32.20287323  21.31177521  30.16617012]",9.47359085083,1,2.0,"[ 548.98370361  479.52890015  709.06726074  298.70068359  383.01507568
  515.00604248  573.68017578  519.3493042   399.7326355   534.77838135]"
62,"[  53.30604553  249.82063293  118.10011292   16.19306755  143.18545532
   18.53251076  229.86895752    3.57441211  131.47602844  119.61191559]","[ 25.33041573  47.09874344  19.43805504  20.60838699  19.31890106
  35.56682968  32.20287323  21.31177521  30.16617012  52.35939407]",9.26626586914,1,2.0,"[ 479.52890015  709.06726074  298.70068359  383.01507568  515.00604248
  573.68017578  519.3493042   399.7326355   534.77838135  648.97125244]"
63,"[ 249.82063293  118.10011292   16.19306755  143.18545532   18.53251076
  229.86895752    3.57441211  131.47602844  119.61191559   81.21938324]","[ 47.09874344  19.43805504  20.60838699  19.31890106  35.56682968
  32.20287323  21.31177521  30.16617012  52.35939407  23.23324013]",9.06099891663,1,2.0,"[ 709.06726074  298.70068359  383.01507568  515.00604248  573.68017578
  519.3493042   399.7326355   534.77838135  648.97125244  644.27453613]"
64,"[ 118.10011292   16.19306755  143.18545532   18.53251076  229.86895752
    3.57441211  131.47602844  119.61191559   81.21938324   68.13760376]","[ 19.43805504  20.60838699  19.31890106  35.56682968  32.20287323
  21.31177521  30.16617012  52.35939407  23.23324013  43.71456909]",8.85033798218,1,2.0,"[ 298.70068359  383.01507568  515.00604248  573.68017578  519.3493042
  399.7326355   534.77838135  648.97125244  644.27453613  646.4083252 ]"
65,"[  16.19306755  143.18545532   18.53251076  229.86895752    3.57441211
  131.47602844  119.61191559   81.21938324   68.13760376  100.6158371 ]","[ 20.60838699  19.31890106  35.56682968  32.20287323  21.31177521
  30.16617012  52.35939407  23.23324013  43.71456909  44.8200798 ]",8.64230728149,1,2.0,"[ 383.01507568  515.00604248  573.68017578  519.3493042   399.7326355
  534.77838135  648.97125244  644.27453613  646.4083252   696.0491333 ]"
66,"[ 143.18545532   18.53251076  229.86895752    3.57441211  131.47602844
  119.61191559   81.21938324   68.13760376  100.6158371   113.41886902]","[ 19.31890106  35.56682968  32.20287323  21.31177521  30.16617012
  52.35939407  23.23324013  43.71456909  44.8200798   36.46989441]",8.4304485321,1,2.0,"[ 515.00604248  573.68017578  519.3493042   399.7326355   534.77838135
  648.97125244  644.27453613  646.4083252   696.0491333   675.09906006]"
67,"[  18.53251076  229.86895752    3.57441211  131.47602844  119.61191559
   81.21938324   68.13760376  100.6158371   113.41886902   75.40036011]","[ 35.56682968  32.20287323  21.31177521  30.16617012  52.35939407
  23.23324013  43.71456909  44.8200798   36.46989441  30.30644989]",8.22066116333,1,2.0,"[ 573.68017578  519.3493042   399.7326355   534.77838135  648.97125244
  644.27453613  646.4083252   696.0491333   675.09906006  576.94042969]"
68,"[ 229.86895752    3.57441211  131.47602844  119.61191559   81.21938324
   68.13760376  100.6158371   113.41886902   75.40036011   45.60683441]","[ 32.20287323  21.31177521  30.16617012  52.35939407  23.23324013
  43.71456909  44.8200798   36.46989441  30.30644989  48.60131073]",8.008685112,1,2.0,"[ 519.3493042   399.7326355   534.77838135  648.97125244  644.27453613
  646.4083252   696.0491333   675.09906006  576.94042969  682.918396  ]"
69,"[   3.57441211  131.47602844  119.61191559   81.21938324   68.13760376
  100.6158371   113.41886902   75.40036011   45.60683441  142.80403137]","[ 21.31177521  30.16617012  52.35939407  23.23324013  43.71456909
  44.8200798   36.46989441  30.30644989  48.60131073  31.72759438]",7.79838514328,1,2.0,"[ 399.7326355   534.77838135  648.97125244  644.27453613  646.4083252
  696.0491333   675.09906006  576.94042969  682.918396    680.03448486]"
70,"[ 131.47602844  119.61191559   81.21938324   68.13760376  100.6158371
  113.41886902   75.40036011   45.60683441  142.80403137  143.21617126]","[ 30.16617012  52.35939407  23.23324013  43.71456909  44.8200798
  36.46989441  30.30644989  48.60131073  31.72759438  30.48950577]",7.58680772781,1,2.0,"[ 534.77838135  648.97125244  644.27453613  646.4083252   696.0491333
  675.09906006  576.94042969  682.918396    680.03448486  437.33813477]"
71,"[ 119.61191559   81.21938324   68.13760376  100.6158371   113.41886902
   75.40036011   45.60683441  142.80403137  143.21617126   72.32611084]","[ 52.35939407  23.23324013  43.71456909  44.8200798   36.46989441
  30.30644989  48.60131073  31.72759438  30.48950577  50.32538986]",7.37675333023,1,2.0,"[ 648.97125244  644.27453613  646.4083252   696.0491333   675.09906006
  576.94042969  682.918396    680.03448486  437.33813477  849.33880615]"
72,"[  81.21938324   68.13760376  100.6158371   113.41886902   75.40036011
   45.60683441  142.80403137  143.21617126   72.32611084  100.90481567]","[ 23.23324013  43.71456909  44.8200798   36.46989441  30.30644989
  48.60131073  31.72759438  30.48950577  50.32538986  70.41012573]",7.1654548645,1,2.0,"[ 644.27453613  646.4083252   696.0491333   675.09906006  576.94042969
  682.918396    680.03448486  437.33813477  849.33880615  765.88964844]"
73,"[  68.13760376  100.6158371   113.41886902   75.40036011   45.60683441
  142.80403137  143.21617126   72.32611084  100.90481567  424.90393066]","[  43.71456909   44.8200798    36.46989441   30.30644989   48.60131073
   31.72759438   30.48950577   50.32538986   70.41012573  102.76331329]",6.7447052002,1,2.0,"[  646.4083252    696.0491333    675.09906006   576.94042969   682.918396
   680.03448486   437.33813477   849.33880615   765.88964844  1109.28796387]"
74,"[ 100.6158371   113.41886902   75.40036011   45.60683441  142.80403137
  143.21617126   72.32611084  100.90481567  424.90393066   45.06667709]","[  44.8200798    36.46989441   30.30644989   48.60131073   31.72759438
   30.48950577   50.32538986   70.41012573  102.76331329   58.75561142]",6.53457355499,1,2.0,"[  696.0491333    675.09906006   576.94042969   682.918396     680.03448486
   437.33813477   849.33880615   765.88964844  1109.28796387   713.65997314]"
75,"[ 113.41886902   75.40036011   45.60683441  142.80403137  143.21617126
   72.32611084  100.90481567  424.90393066   45.06667709   31.1837101 ]","[  36.46989441   30.30644989   48.60131073   31.72759438   30.48950577
   50.32538986   70.41012573  102.76331329   58.75561142   58.47895813]",6.32687234879,1,2.0,"[  675.09906006   576.94042969   682.918396     680.03448486   437.33813477
   849.33880615   765.88964844  1109.28796387   713.65997314   916.62432861]"
76,"[  75.40036011   45.60683441  142.80403137  143.21617126   72.32611084
  100.90481567  424.90393066   45.06667709   31.1837101   126.4185257 ]","[  30.30644989   48.60131073   31.72759438   30.48950577   50.32538986
   70.41012573  102.76331329   58.75561142   58.47895813   64.76933289]",6.12121963501,1,2.0,"[  576.94042969   682.918396     680.03448486   437.33813477   849.33880615
   765.88964844  1109.28796387   713.65997314   916.62432861   887.29333496]"
77,"[  45.60683441  142.80403137  143.21617126   72.32611084  100.90481567
  424.90393066   45.06667709   31.1837101   126.4185257   114.01494598]","[  48.60131073   31.72759438   30.48950577   50.32538986   70.41012573
  102.76331329   58.75561142   58.47895813   64.76933289   82.65528107]",5.91189098358,1,2.0,"[  682.918396     680.03448486   437.33813477   849.33880615   765.88964844
  1109.28796387   713.65997314   916.62432861   887.29333496   921.70831299]"
78,"[ 142.80403137  143.21617126   72.32611084  100.90481567  424.90393066
   45.06667709   31.1837101   126.4185257   114.01494598  264.49291992]","[  31.72759438   30.48950577   50.32538986   70.41012573  102.76331329
   58.75561142   58.47895813   64.76933289   82.65528107   79.5705719 ]",5.70446634293,1,2.0,"[  680.03448486   437.33813477   849.33880615   765.88964844  1109.28796387
   713.65997314   916.62432861   887.29333496   921.70831299   962.11938477]"
79,"[ 143.21617126   72.32611084  100.90481567  424.90393066   45.06667709
   31.1837101   126.4185257   114.01494598  264.49291992   93.48503113]","[  30.48950577   50.32538986   70.41012573  102.76331329   58.75561142
   58.47895813   64.76933289   82.65528107   79.5705719    89.09867859]",5.49383354187,1,2.0,"[  437.33813477   849.33880615   765.88964844  1109.28796387   713.65997314
   916.62432861   887.29333496   921.70831299   962.11938477   972.98150635]"
80,"[  72.32611084  100.90481567  424.90393066   45.06667709   31.1837101
  126.4185257   114.01494598  264.49291992   93.48503113   63.59627151]","[  50.32538986   70.41012573  102.76331329   58.75561142   58.47895813
   64.76933289   82.65528107   79.5705719    89.09867859   90.57493591]",5.28559684753,1,2.0,"[  849.33880615   765.88964844  1109.28796387   713.65997314   916.62432861
   887.29333496   921.70831299   962.11938477   972.98150635  1057.59057617]"
81,"[ 100.90481567  424.90393066   45.06667709   31.1837101   126.4185257
  114.01494598  264.49291992   93.48503113   63.59627151  250.22273254]","[  70.41012573  102.76331329   58.75561142   58.47895813   64.76933289
   82.65528107   79.5705719    89.09867859   90.57493591  112.1373291 ]",5.07492685318,1,2.0,"[  765.88964844  1109.28796387   713.65997314   916.62432861   887.29333496
   921.70831299   962.11938477   972.98150635  1057.59057617  1095.09545898]"
82,"[ 424.90393066   45.06667709   31.1837101   126.4185257   114.01494598
  264.49291992   93.48503113   63.59627151  250.22273254    7.98440981]","[ 102.76331329   58.75561142   58.47895813   64.76933289   82.65528107
   79.5705719    89.09867859   90.57493591  112.1373291    92.76728821]",4.86618232727,1,2.0,"[ 1109.28796387   713.65997314   916.62432861   887.29333496   921.70831299
   962.11938477   972.98150635  1057.59057617  1095.09545898  1141.02087402]"
83,"[  45.06667709   31.1837101   126.4185257   114.01494598  264.49291992
   93.48503113   63.59627151  250.22273254    7.98440981   46.34525299]","[  58.75561142   58.47895813   64.76933289   82.65528107   79.5705719
   89.09867859   90.57493591  112.1373291    92.76728821   93.42839813]",4.65601301193,1,2.0,"[  713.65997314   916.62432861   887.29333496   921.70831299   962.11938477
   972.98150635  1057.59057617  1095.09545898  1141.02087402  1222.71191406]"
84,"[  31.1837101   126.4185257   114.01494598  264.49291992   93.48503113
   63.59627151  250.22273254    7.98440981   46.34525299  176.10865784]","[  58.47895813   64.76933289   82.65528107   79.5705719    89.09867859
   90.57493591  112.1373291    92.76728821   93.42839813  104.6823349 ]",4.44711303711,1,2.0,"[  916.62432861   887.29333496   921.70831299   962.11938477   972.98150635
  1057.59057617  1095.09545898  1141.02087402  1222.71191406  1357.6015625 ]"
85,"[ 126.4185257   114.01494598  264.49291992   93.48503113   63.59627151
  250.22273254    7.98440981   46.34525299  176.10865784  310.9274292 ]","[  64.76933289   82.65528107   79.5705719    89.09867859   90.57493591
  112.1373291    92.76728821   93.42839813  104.6823349    63.00212479]",4.23774862289,1,2.0,"[  887.29333496   921.70831299   962.11938477   972.98150635  1057.59057617
  1095.09545898  1141.02087402  1222.71191406  1357.6015625   1358.49780273]"
86,"[ 114.01494598  264.49291992   93.48503113   63.59627151  250.22273254
    7.98440981   46.34525299  176.10865784  310.9274292    91.42406464]","[  82.65528107   79.5705719    89.09867859   90.57493591  112.1373291
   92.76728821   93.42839813  104.6823349    63.00212479   45.24827576]",4.02925539017,1,2.0,"[  921.70831299   962.11938477   972.98150635  1057.59057617  1095.09545898
  1141.02087402  1222.71191406  1357.6015625   1358.49780273  1418.71203613]"
87,"[ 264.49291992   93.48503113   63.59627151  250.22273254    7.98440981
   46.34525299  176.10865784  310.9274292    91.42406464  127.74511719]","[  79.5705719    89.09867859   90.57493591  112.1373291    92.76728821
   93.42839813  104.6823349    63.00212479   45.24827576   47.30877304]",3.82322359085,1,2.0,"[  962.11938477   972.98150635  1057.59057617  1095.09545898  1141.02087402
  1222.71191406  1357.6015625   1358.49780273  1418.71203613  1309.86425781]"
88,"[  93.48503113   63.59627151  250.22273254    7.98440981   46.34525299
  176.10865784  310.9274292    91.42406464  127.74511719  270.06506348]","[  89.09867859   90.57493591  112.1373291    92.76728821   93.42839813
  104.6823349    63.00212479   45.24827576   47.30877304   65.02727509]",3.61916518211,1,2.0,"[  972.98150635  1057.59057617  1095.09545898  1141.02087402  1222.71191406
  1357.6015625   1358.49780273  1418.71203613  1309.86425781   856.88702393]"
89,"[  63.59627151  250.22273254    7.98440981   46.34525299  176.10865784
  310.9274292    91.42406464  127.74511719  270.06506348  258.80456543]","[  90.57493591  112.1373291    92.76728821   93.42839813  104.6823349
   63.00212479   45.24827576   47.30877304   65.02727509   56.45022202]",3.41025090218,1,2.0,"[ 1057.59057617  1095.09545898  1141.02087402  1222.71191406  1357.6015625
  1358.49780273  1418.71203613  1309.86425781   856.88702393   989.90081787]"
90,"[ 250.22273254    7.98440981   46.34525299  176.10865784  310.9274292
   91.42406464  127.74511719  270.06506348  258.80456543   85.18721008]","[ 112.1373291    92.76728821   93.42839813  104.6823349    63.00212479
   45.24827576   47.30877304   65.02727509   56.45022202   52.61312485]",3.20401000977,1,2.0,"[ 1095.09545898  1141.02087402  1222.71191406  1357.6015625   1358.49780273
  1418.71203613  1309.86425781   856.88702393   989.90081787  1091.7322998 ]"
91,"[   7.98440981   46.34525299  176.10865784  310.9274292    91.42406464
  127.74511719  270.06506348  258.80456543   85.18721008  337.31747437]","[  92.76728821   93.42839813  104.6823349    63.00212479   45.24827576
   47.30877304   65.02727509   56.45022202   52.61312485   41.03213882]",2.99434185028,1,2.0,"[ 1141.02087402  1222.71191406  1357.6015625   1358.49780273  1418.71203613
  1309.86425781   856.88702393   989.90081787  1091.7322998    991.48529053]"
92,"[  46.34525299  176.10865784  310.9274292    91.42406464  127.74511719
  270.06506348  258.80456543   85.18721008  337.31747437  194.83483887]","[  93.42839813  104.6823349    63.00212479   45.24827576   47.30877304
   65.02727509   56.45022202   52.61312485   41.03213882   35.69033432]",2.78689742088,1,2.0,"[ 1222.71191406  1357.6015625   1358.49780273  1418.71203613  1309.86425781
   856.88702393   989.90081787  1091.7322998    991.48529053   956.71832275]"
93,"[ 176.10865784  310.9274292    91.42406464  127.74511719  270.06506348
  258.80456543   85.18721008  337.31747437  194.83483887  174.05337524]","[ 104.6823349    63.00212479   45.24827576   47.30877304   65.02727509
   56.45022202   52.61312485   41.03213882   35.69033432   39.15775681]",2.5771241188,1,2.0,"[ 1357.6015625   1358.49780273  1418.71203613  1309.86425781   856.88702393
   989.90081787  1091.7322998    991.48529053   956.71832275   960.91027832]"
94,"[ 310.9274292    91.42406464  127.74511719  270.06506348  258.80456543
   85.18721008  337.31747437  194.83483887  174.05337524  480.64181519]","[ 63.00212479  45.24827576  47.30877304  65.02727509  56.45022202
  52.61312485  41.03213882  35.69033432  39.15775681  45.68219376]",2.36927700043,1,2.0,"[ 1358.49780273  1418.71203613  1309.86425781   856.88702393   989.90081787
  1091.7322998    991.48529053   956.71832275   960.91027832  1003.00250244]"
95,"[  91.42406464  127.74511719  270.06506348  258.80456543   85.18721008
  337.31747437  194.83483887  174.05337524  480.64181519  455.37896729]","[ 45.24827576  47.30877304  65.02727509  56.45022202  52.61312485
  41.03213882  35.69033432  39.15775681  45.68219376  57.09786606]",2.1601293087,1,2.0,"[ 1418.71203613  1309.86425781   856.88702393   989.90081787  1091.7322998
   991.48529053   956.71832275   960.91027832  1003.00250244  1301.12890625]"
